,Item_Identifier,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
1382,DRC25,Low Fat,0.045371855,Soft Drinks,86.0882,OUT046,1997,Tier 1,Supermarket Type1,1116.5466
1383,NCW41,Low Fat,0.015447454,Health and Hygiene,159.2604,OUT035,2004,Tier 2,Supermarket Type1,3961.51
1384,NCD18,Low Fat,0.072608647,Household,228.3668,OUT013,1987,Tier 3,Supermarket Type1,5298.4364
1385,DRE03,Low Fat,0.024325592,Dairy,48.5718,OUT018,2009,Tier 3,Supermarket Type2,425.4462
1386,FDZ08,Regular,0.110163385,Fruits and Vegetables,83.6592,OUT049,1999,Tier 1,Supermarket Type1,1320.9472
1387,FDX58,Low Fat,0.043831721,Snack Foods,184.195,OUT049,1999,Tier 1,Supermarket Type1,2746.425
1388,FDN25,Regular,0.061124626,Breakfast,58.5588,OUT013,1987,Tier 3,Supermarket Type1,171.7764
1389,FDJ45,Low Fat,0.128532558,Seafood,34.2216,OUT019,1985,Tier 1,Grocery Store,173.108
1390,FDL36,Low Fat,0.076505799,Baking Goods,91.583,OUT017,2007,Tier 2,Supermarket Type1,539.298
1391,NCN42,Low Fat,0.014153743,Household,145.6418,OUT027,1985,Tier 3,Supermarket Type3,3825.6868
1392,FDY44,Regular,0.024503972,Fruits and Vegetables,195.111,OUT018,2009,Tier 3,Supermarket Type2,982.055
1393,NCN30,Low Fat,0.017062427,Household,98.141,OUT018,2009,Tier 3,Supermarket Type2,1544.656
1394,FDB03,Regular,0.156831826,Dairy,241.0538,OUT046,1997,Tier 1,Supermarket Type1,1201.769
1395,FDX56,Regular,0.07436116,Fruits and Vegetables,206.1638,OUT018,2009,Tier 3,Supermarket Type2,4141.276
1396,FDJ41,Low Fat,0.022976497,Frozen Foods,261.6594,OUT018,2009,Tier 3,Supermarket Type2,3401.5722
1397,FDM56,Low Fat,0.0,Fruits and Vegetables,109.1912,OUT018,2009,Tier 3,Supermarket Type2,545.956
1398,FDB45,Low Fat,0.021312043,Fruits and Vegetables,104.9306,OUT013,1987,Tier 3,Supermarket Type1,2299.6732
1399,FDB57,Regular,0.01871404,Fruits and Vegetables,223.4772,OUT027,1985,Tier 3,Supermarket Type3,7116.0704
1400,FDY50,LF,0.131489269,Dairy,89.7172,OUT018,2009,Tier 3,Supermarket Type2,1605.9096
1401,FDR19,Regular,0.159720671,Fruits and Vegetables,147.6102,OUT046,1997,Tier 1,Supermarket Type1,4082.6856
1402,DRQ35,Low Fat,0.042357203,Hard Drinks,123.2388,OUT049,1999,Tier 1,Supermarket Type1,1857.582
1403,FDH26,Regular,0.034693175,Canned,140.1496,OUT035,2004,Tier 2,Supermarket Type1,1552.6456
1404,FDW09,Regular,0.026067434,Snack Foods,78.8302,OUT017,2007,Tier 2,Supermarket Type1,713.0718
1405,FDW27,Regular,0.264124669,Meat,155.7314,OUT019,1985,Tier 1,Grocery Store,155.1314
1406,FDO13,Low Fat,0.061154604,Breakfast,165.3526,OUT049,1999,Tier 1,Supermarket Type1,1151.1682
1407,FDX40,Low Fat,0.165694219,Frozen Foods,39.7164,OUT010,1998,Tier 3,Grocery Store,231.6984
1408,FDR48,Low Fat,0.220111117,Baking Goods,153.0024,OUT010,1998,Tier 3,Grocery Store,455.4072
1409,FDW15,Regular,0.055067732,Meat,146.5734,OUT013,1987,Tier 3,Supermarket Type1,2375.5744
1410,NCE06,Low Fat,0.091042211,Household,162.6894,OUT027,1985,Tier 3,Supermarket Type3,2588.6304
1411,NCR06,Low Fat,0.00676387,Household,40.8112,OUT035,2004,Tier 2,Supermarket Type1,553.9456
1412,FDY31,Low Fat,0.043526599,Fruits and Vegetables,148.4418,OUT013,1987,Tier 3,Supermarket Type1,2354.2688
1413,FDW19,Regular,0.038560279,Fruits and Vegetables,109.857,OUT049,1999,Tier 1,Supermarket Type1,1208.427
1414,FDA02,Regular,0.029578726,Dairy,143.5786,OUT027,1985,Tier 3,Supermarket Type3,3756.4436
1415,DRB13,Regular,0.007038478,Soft Drinks,189.253,OUT013,1987,Tier 3,Supermarket Type1,3605.307
1416,FDI38,Regular,0.024482433,Canned,205.7638,OUT010,1998,Tier 3,Grocery Store,621.1914
1417,FDS11,Regular,0.055548003,Breads,225.3088,OUT035,2004,Tier 2,Supermarket Type1,5816.4288
1418,DRE12,Low Fat,0.070780558,Soft Drinks,114.586,OUT046,1997,Tier 1,Supermarket Type1,1245.046
1419,DRH25,Low Fat,0.014522363,Soft Drinks,50.2324,OUT027,1985,Tier 3,Supermarket Type3,1298.31
1420,FDK55,Low Fat,0.045105407,Meat,89.4172,OUT019,1985,Tier 1,Grocery Store,178.4344
1421,FDW22,Regular,0.030143704,Snack Foods,222.0114,OUT027,1985,Tier 3,Supermarket Type3,6207.9192
1422,FDJ57,Regular,0.021695674,Seafood,185.3582,OUT017,2007,Tier 2,Supermarket Type1,3715.164
1423,NCQ42,Low Fat,0.039329257,Household,127.6678,OUT049,1999,Tier 1,Supermarket Type1,2924.8594
1424,FDD59,Regular,0.0,Starchy Foods,78.296,OUT046,1997,Tier 1,Supermarket Type1,1438.128
1425,FDE56,Regular,0.278730642,Fruits and Vegetables,63.2194,OUT019,1985,Tier 1,Grocery Store,247.6776
1426,FDS46,Regular,0.047257328,Snack Foods,119.6782,OUT046,1997,Tier 1,Supermarket Type1,2145.2076
1427,FDS45,Regular,0.029662795,Snack Foods,105.2622,OUT017,2007,Tier 2,Supermarket Type1,2328.9684
1428,FDX33,Regular,0.117387066,Snack Foods,160.2578,OUT013,1987,Tier 3,Supermarket Type1,4492.8184
1429,FDY03,Regular,0.076121831,Meat,111.7202,OUT046,1997,Tier 1,Supermarket Type1,1125.202
1430,FDC29,Regular,0.024088444,Frozen Foods,112.7176,OUT027,1985,Tier 3,Supermarket Type3,1832.2816
1431,DRJ37,Low Fat,0.061101383,Soft Drinks,151.9024,OUT046,1997,Tier 1,Supermarket Type1,2580.6408
1432,NCN41,Low Fat,0.052209303,Health and Hygiene,122.373,OUT046,1997,Tier 1,Supermarket Type1,2586.633
1433,FDX34,Low Fat,0.071971918,Snack Foods,121.3098,OUT035,2004,Tier 2,Supermarket Type1,4820.392
1434,FDE16,Low Fat,0.046124444,Frozen Foods,206.7954,OUT019,1985,Tier 1,Grocery Store,833.5816
1435,FDV01,Regular,0.142189843,Canned,153.8314,OUT010,1998,Tier 3,Grocery Store,155.1314
1436,DRH13,Low Fat,0.041821227,Soft Drinks,107.628,OUT019,1985,Tier 1,Grocery Store,213.056
1437,FDZ21,Regular,0.039189221,Snack Foods,97.341,OUT013,1987,Tier 3,Supermarket Type1,965.41
1438,FDG17,Regular,0.036042939,Frozen Foods,244.4486,OUT017,2007,Tier 2,Supermarket Type1,4153.9262
1439,FDE53,Low Fat,0.044991876,Frozen Foods,107.228,OUT010,1998,Tier 3,Grocery Store,426.112
1440,FDK03,Regular,0.073562475,Dairy,254.9356,OUT027,1985,Tier 3,Supermarket Type3,8138.7392
1441,FDU12,Regular,0.075384242,Baking Goods,262.7568,OUT027,1985,Tier 3,Supermarket Type3,7646.0472
1442,NCC18,Low Fat,0.177992139,Household,173.1422,OUT018,2009,Tier 3,Supermarket Type2,2931.5174
1443,FDK22,Low Fat,0.025960174,Snack Foods,214.885,OUT027,1985,Tier 3,Supermarket Type3,4976.855
1444,FDT08,Low Fat,0.049496899,Fruits and Vegetables,151.505,OUT017,2007,Tier 2,Supermarket Type1,2846.295
1445,FDV39,Low Fat,0.007278512,Meat,196.7426,OUT035,2004,Tier 2,Supermarket Type1,2768.3964
1446,FDS33,Regular,0.12367891,Snack Foods,88.9514,OUT045,2002,Tier 2,Supermarket Type1,885.514
1447,FDQ44,Low Fat,0.036287517,Fruits and Vegetables,121.2756,OUT018,2009,Tier 3,Supermarket Type2,2181.1608
1448,FDK21,Low Fat,0.010053105,Snack Foods,249.0408,OUT018,2009,Tier 3,Supermarket Type2,6258.52
1449,DRE49,LF,0.021250002,Soft Drinks,150.5024,OUT046,1997,Tier 1,Supermarket Type1,2580.6408
1450,FDK27,Low Fat,0.008944844,Meat,122.3756,OUT035,2004,Tier 2,Supermarket Type1,2059.9852
1451,FDU34,Low Fat,0.07518071,Snack Foods,126.2046,OUT035,2004,Tier 2,Supermarket Type1,1618.5598
1452,FDV60,Regular,0.0,Baking Goods,197.211,OUT013,1987,Tier 3,Supermarket Type1,3535.398
1453,FDT25,Low Fat,0.050957715,Canned,122.4072,OUT018,2009,Tier 3,Supermarket Type2,2572.6512
1454,FDX08,Low Fat,0.022604051,Fruits and Vegetables,181.4318,OUT046,1997,Tier 1,Supermarket Type1,3428.2042
1455,NCL17,Low Fat,0.067766896,Health and Hygiene,140.6812,OUT035,2004,Tier 2,Supermarket Type1,3704.5112
1456,DRI49,Low Fat,0.183879453,Soft Drinks,82.9276,OUT045,2002,Tier 2,Supermarket Type1,1705.7796
1457,FDG31,Low Fat,0.037889224,Meat,64.7826,OUT035,2004,Tier 2,Supermarket Type1,904.1564
1458,FDM58,Regular,0.079690403,Snack Foods,113.4544,OUT046,1997,Tier 1,Supermarket Type1,2908.2144
1459,FDR19,Regular,0.159587755,Fruits and Vegetables,145.3102,OUT013,1987,Tier 3,Supermarket Type1,729.051
1460,FDA20,Low Fat,0.066565644,Fruits and Vegetables,185.324,OUT013,1987,Tier 3,Supermarket Type1,3914.904
1461,FDF46,Low Fat,0.093861144,Snack Foods,115.5834,OUT045,2002,Tier 2,Supermarket Type1,1267.0174
1462,FDH50,Regular,0.162348584,Canned,185.9266,OUT017,2007,Tier 2,Supermarket Type1,4610.665
1463,FDH47,Regular,0.21561193,Starchy Foods,98.6068,OUT010,1998,Tier 3,Grocery Store,97.2068
1464,FDH22,Low Fat,0.136275173,Snack Foods,128.1678,OUT035,2004,Tier 2,Supermarket Type1,1017.3424
1465,NCH18,Low Fat,0.044843161,Household,246.1802,OUT018,2009,Tier 3,Supermarket Type2,2702.4822
1466,FDR02,Low Fat,0.022047313,Dairy,110.2886,OUT013,1987,Tier 3,Supermarket Type1,1890.2062
1467,DRC25,Low Fat,0.0,Soft Drinks,87.3882,OUT027,1985,Tier 3,Supermarket Type3,1374.2112
1468,DRC27,Low Fat,0.05843112,Dairy,243.6802,OUT017,2007,Tier 2,Supermarket Type1,1965.4416
1469,FDG47,Low Fat,0.06961884,Starchy Foods,260.3252,OUT046,1997,Tier 1,Supermarket Type1,8132.0812
1470,FDN28,Regular,0.030294931,Frozen Foods,104.099,OUT049,1999,Tier 1,Supermarket Type1,412.796
1471,DRM49,Regular,0.152813518,Soft Drinks,45.6086,OUT017,2007,Tier 2,Supermarket Type1,1025.9978
1472,FDK25,Regular,0.157718931,Breakfast,168.3474,OUT017,2007,Tier 2,Supermarket Type1,4548.0798
1473,FDZ01,Regular,0.009058845,Canned,103.399,OUT046,1997,Tier 1,Supermarket Type1,2579.975
1474,FDF46,Low Fat,0.094201018,Snack Foods,115.8834,OUT017,2007,Tier 2,Supermarket Type1,1036.6506
1475,DRD01,Regular,0.061299601,Soft Drinks,56.2614,OUT045,2002,Tier 2,Supermarket Type1,552.614
1476,DRM49,Regular,0.151925271,Soft Drinks,46.6086,OUT035,2004,Tier 2,Supermarket Type1,624.5204
1477,FDG12,Regular,0.006295472,Baking Goods,122.4098,OUT027,1985,Tier 3,Supermarket Type3,3735.8038
1478,FDY32,Low Fat,0.216323008,Fruits and Vegetables,165.021,OUT010,1998,Tier 3,Grocery Store,815.605
1479,NCY05,Low Fat,0.05510153,Health and Hygiene,37.0874,OUT045,2002,Tier 2,Supermarket Type1,952.7598
1480,FDY52,Low Fat,0.007363189,Frozen Foods,63.2536,OUT045,2002,Tier 2,Supermarket Type1,1225.072
1481,FDK36,Low Fat,0.007215314,Baking Goods,47.6034,OUT046,1997,Tier 1,Supermarket Type1,1458.102
1482,FDG08,Regular,0.165616415,Fruits and Vegetables,172.6764,OUT049,1999,Tier 1,Supermarket Type1,2061.3168
1483,DRD60,LF,0.037383778,Soft Drinks,179.7634,OUT018,2009,Tier 3,Supermarket Type2,1817.634
1484,FDT57,Low Fat,0.019142452,Snack Foods,237.5248,OUT017,2007,Tier 2,Supermarket Type1,3318.3472
1485,NCL30,Low Fat,0.048703432,Household,125.9336,OUT027,1985,Tier 3,Supermarket Type3,7158.6816
1486,FDX47,Regular,0.03443677,Breads,156.5288,OUT027,1985,Tier 3,Supermarket Type3,4870.9928
1487,DRP35,Low Fat,0.091008572,Hard Drinks,129.6336,OUT049,1999,Tier 1,Supermarket Type1,3195.84
1488,NCA54,Low Fat,0.036641597,Household,178.7318,OUT046,1997,Tier 1,Supermarket Type1,1263.0226
1489,NCL41,Low Fat,0.073077197,Health and Hygiene,34.3216,OUT019,1985,Tier 1,Grocery Store,34.6216
1490,NCN26,LF,0.028674471,Household,115.1808,OUT035,2004,Tier 2,Supermarket Type1,3866.9664
1491,FDX26,Low Fat,0.087791917,Dairy,180.6292,OUT035,2004,Tier 2,Supermarket Type1,3101.2964
1492,NCK07,Low Fat,0.048677482,Others,166.1526,OUT035,2004,Tier 2,Supermarket Type1,2466.789
1493,FDM15,Regular,0.057746382,Meat,152.4366,OUT017,2007,Tier 2,Supermarket Type1,3929.5516
1494,DRH23,Low Fat,0.170176516,Hard Drinks,55.2614,OUT013,1987,Tier 3,Supermarket Type1,718.3982
1495,FDS23,Low Fat,0.140889111,Breads,127.0994,OUT046,1997,Tier 1,Supermarket Type1,1927.491
1496,FDE59,Low Fat,0.062384659,Starchy Foods,34.6532,OUT049,1999,Tier 1,Supermarket Type1,719.064
1497,FDV22,Regular,0.009930514,Snack Foods,157.463,OUT013,1987,Tier 3,Supermarket Type1,2503.408
1498,FDN56,Regular,0.106968096,Fruits and Vegetables,142.6786,OUT013,1987,Tier 3,Supermarket Type1,2311.6576
1499,DRG51,Low Fat,0.019314961,Dairy,164.6526,OUT010,1998,Tier 3,Grocery Store,657.8104
1500,DRG37,LF,0.033929133,Soft Drinks,154.3972,OUT019,1985,Tier 1,Grocery Store,311.5944
1501,FDD05,Low Fat,0.029084548,Frozen Foods,122.0098,OUT019,1985,Tier 1,Grocery Store,361.5294
1502,FDL32,Regular,0.0,Fruits and Vegetables,112.4544,OUT013,1987,Tier 3,Supermarket Type1,1230.3984
1503,FDV52,Regular,0.121767168,Frozen Foods,118.9466,OUT045,2002,Tier 2,Supermarket Type1,353.5398
1504,FDQ49,Regular,0.039057677,Breakfast,155.963,OUT027,1985,Tier 3,Supermarket Type3,3285.723
1505,NCA17,Low Fat,0.04551031,Health and Hygiene,149.6392,OUT045,2002,Tier 2,Supermarket Type1,894.8352
1506,DRN35,Low Fat,0.070234306,Hard Drinks,34.9532,OUT035,2004,Tier 2,Supermarket Type1,539.298
1507,FDV25,Low Fat,0.079931185,Canned,219.7456,OUT019,1985,Tier 1,Grocery Store,884.1824
1508,FDU58,Regular,0.028871235,Snack Foods,188.7898,OUT027,1985,Tier 3,Supermarket Type3,2057.9878
1509,DRK13,Low Fat,0.115346634,Soft Drinks,200.2084,OUT049,1999,Tier 1,Supermarket Type1,4563.3932
1510,NCU41,Low Fat,0.0520115,Health and Hygiene,190.3846,OUT013,1987,Tier 3,Supermarket Type1,3630.6074
1511,NCH07,Low Fat,0.09264951,Household,157.8604,OUT035,2004,Tier 2,Supermarket Type1,3803.0496
1512,FDZ47,Regular,0.079281476,Baking Goods,100.1042,OUT035,2004,Tier 2,Supermarket Type1,892.8378
1513,FDL48,Regular,0.08186804,Baking Goods,46.8034,OUT027,1985,Tier 3,Supermarket Type3,1069.2748
1514,FDX13,Low Fat,0.047879864,Canned,250.2092,OUT045,2002,Tier 2,Supermarket Type1,3984.1472
1515,FDJ28,Low Fat,0.036590807,Frozen Foods,193.3162,OUT010,1998,Tier 3,Grocery Store,192.4162
1516,FDS55,Low Fat,0.081096635,Fruits and Vegetables,148.4734,OUT013,1987,Tier 3,Supermarket Type1,3563.3616
1517,FDY55,Low Fat,0.081485126,Fruits and Vegetables,258.0988,OUT045,2002,Tier 2,Supermarket Type1,8994.958
1518,FDS31,Regular,0.044155597,Fruits and Vegetables,178.8318,OUT013,1987,Tier 3,Supermarket Type1,3969.4996
1519,FDO38,Low Fat,0.072952298,Canned,76.0986,OUT049,1999,Tier 1,Supermarket Type1,623.1888
1520,NCH54,Low Fat,0.127234249,Household,158.392,OUT019,1985,Tier 1,Grocery Store,159.792
1521,DRK35,Low Fat,0.125793938,Hard Drinks,36.2506,OUT019,1985,Tier 1,Grocery Store,37.9506
1522,NCV41,Low Fat,0.017065268,Health and Hygiene,109.5228,OUT049,1999,Tier 1,Supermarket Type1,1768.3648
1523,NCY18,Low Fat,0.03100078,Household,177.0054,OUT027,1985,Tier 3,Supermarket Type3,2101.2648
1524,FDX33,Regular,0.117667492,Snack Foods,159.5578,OUT049,1999,Tier 1,Supermarket Type1,1283.6624
1525,FDP32,Low Fat,0.087669485,Fruits and Vegetables,127.2678,OUT046,1997,Tier 1,Supermarket Type1,2416.1882
1526,FDF53,Regular,0.083536989,Frozen Foods,180.3318,OUT013,1987,Tier 3,Supermarket Type1,4149.9314
1527,FDF33,Low Fat,0.021579162,Seafood,105.9596,OUT045,2002,Tier 2,Supermarket Type1,2049.3324
1528,NCZ41,Low Fat,0.06478563,Health and Hygiene,123.7704,OUT017,2007,Tier 2,Supermarket Type1,2503.408
1529,NCV06,Low Fat,0.06705851,Household,194.0478,OUT017,2007,Tier 2,Supermarket Type1,3293.7126
1530,FDG60,Low Fat,0.060794097,Baking Goods,233.6616,OUT049,1999,Tier 1,Supermarket Type1,2577.9776
1531,DRJ47,Low Fat,0.04403602,Hard Drinks,173.308,OUT027,1985,Tier 3,Supermarket Type3,6751.212
1532,NCC42,Low Fat,0.044871033,Health and Hygiene,140.3838,OUT013,1987,Tier 3,Supermarket Type1,2528.7084
1533,NCH30,Low Fat,0.06725846,Household,115.186,OUT049,1999,Tier 1,Supermarket Type1,2490.092
1534,FDH57,Low Fat,0.059834024,Fruits and Vegetables,133.5284,OUT010,1998,Tier 3,Grocery Store,263.6568
1535,FDI35,Low Fat,0.041355366,Starchy Foods,182.0634,OUT049,1999,Tier 1,Supermarket Type1,4544.085
1536,FDQ14,Low Fat,0.062038986,Dairy,148.005,OUT018,2009,Tier 3,Supermarket Type2,1797.66
1537,FDX45,Low Fat,0.104348025,Snack Foods,156.263,OUT027,1985,Tier 3,Supermarket Type3,4850.353
1538,NCL54,Low Fat,0.083221904,Household,174.5054,OUT017,2007,Tier 2,Supermarket Type1,2626.581
1539,FDR21,LF,0.066879757,Snack Foods,174.437,OUT013,1987,Tier 3,Supermarket Type1,1587.933
1540,FDY57,Regular,0.121500143,Snack Foods,95.0752,OUT045,2002,Tier 2,Supermarket Type1,2588.6304
1541,DRI25,Low Fat,0.056744064,Soft Drinks,55.6614,OUT010,1998,Tier 3,Grocery Store,165.7842
1542,FDK58,Regular,0.045165796,Snack Foods,100.0016,OUT018,2009,Tier 3,Supermarket Type2,1012.016
1543,NCM53,Low Fat,0.052040915,Health and Hygiene,105.728,OUT046,1997,Tier 1,Supermarket Type1,2024.032
1544,FDE41,reg,0.0,Frozen Foods,83.7566,OUT019,1985,Tier 1,Grocery Store,253.6698
1545,NCL07,Low Fat,0.0311868,Others,39.548,OUT027,1985,Tier 3,Supermarket Type3,759.012
1546,FDQ44,Low Fat,0.036110222,Fruits and Vegetables,120.1756,OUT013,1987,Tier 3,Supermarket Type1,2059.9852
1547,FDQ45,Regular,0.010864186,Snack Foods,185.3608,OUT027,1985,Tier 3,Supermarket Type3,5329.0632
1548,FDZ08,Regular,0.0,Fruits and Vegetables,80.8592,OUT010,1998,Tier 3,Grocery Store,82.5592
1549,FDY11,Regular,0.029560451,Baking Goods,65.8142,OUT046,1997,Tier 1,Supermarket Type1,856.8846
1550,FDV45,low fat,0.045230944,Snack Foods,187.9556,OUT018,2009,Tier 3,Supermarket Type2,4693.89
1551,FDU51,Regular,0.096433359,Meat,178.5028,OUT013,1987,Tier 3,Supermarket Type1,4604.6728
1552,FDU35,low fat,0.0,Breads,99.87,OUT045,2002,Tier 2,Supermarket Type1,1498.05
1553,DRQ35,Low Fat,0.042283454,Hard Drinks,125.4388,OUT035,2004,Tier 2,Supermarket Type1,3715.164
1554,FDA04,Regular,0.066865326,Frozen Foods,260.1962,OUT045,2002,Tier 2,Supermarket Type1,2848.9582
1555,FDG12,Regular,0.0,Baking Goods,121.3098,OUT045,2002,Tier 2,Supermarket Type1,2530.7058
1556,FDC11,Low Fat,0.141674844,Starchy Foods,90.7172,OUT013,1987,Tier 3,Supermarket Type1,1605.9096
1557,FDF57,Regular,0.058918844,Fruits and Vegetables,169.7448,OUT049,1999,Tier 1,Supermarket Type1,3238.4512
1558,FDP22,Regular,0.099692906,Snack Foods,50.9666,OUT017,2007,Tier 2,Supermarket Type1,717.7324
1559,FDH50,Regular,0.162093059,Canned,182.5266,OUT018,2009,Tier 3,Supermarket Type2,1290.9862
1560,FDS04,Regular,0.147492524,Frozen Foods,141.5838,OUT017,2007,Tier 2,Supermarket Type1,1685.8056
1561,DRI23,Low Fat,0.0,Hard Drinks,162.0578,OUT035,2004,Tier 2,Supermarket Type1,3209.156
1562,NCN55,LF,0.0,Others,242.3538,OUT035,2004,Tier 2,Supermarket Type1,5287.7836
1563,FDB21,Low Fat,0.148821808,Fruits and Vegetables,241.2854,OUT045,2002,Tier 2,Supermarket Type1,5317.0788
1564,FDW13,Low Fat,0.171383506,Canned,50.5324,OUT019,1985,Tier 1,Grocery Store,207.7296
1565,FDT34,Low Fat,0.174350275,Snack Foods,104.4964,OUT046,1997,Tier 1,Supermarket Type1,2419.5172
1566,NCZ54,Low Fat,0.0,Household,161.5552,OUT010,1998,Tier 3,Grocery Store,324.9104
1567,FDY28,Regular,0.0,Frozen Foods,214.3218,OUT035,2004,Tier 2,Supermarket Type1,4274.436
1568,FDE14,Regular,0.031573246,Canned,99.47,OUT018,2009,Tier 3,Supermarket Type2,299.61
1569,FDC45,Low Fat,0.136286138,Fruits and Vegetables,170.9106,OUT018,2009,Tier 3,Supermarket Type2,1197.7742
1570,FDL32,Regular,0.204984538,Fruits and Vegetables,111.0544,OUT010,1998,Tier 3,Grocery Store,223.7088
1571,FDX34,Low Fat,0.072097449,Snack Foods,119.3098,OUT049,1999,Tier 1,Supermarket Type1,1205.098
1572,NCD54,Low Fat,0.028984804,Household,146.1786,OUT013,1987,Tier 3,Supermarket Type1,3034.0506
1573,FDV26,Regular,0.07614605,Dairy,197.0794,OUT035,2004,Tier 2,Supermarket Type1,4681.9056
1574,FDX34,Low Fat,0.072278769,Snack Foods,120.6098,OUT018,2009,Tier 3,Supermarket Type2,1807.647
1575,FDS19,Regular,0.064307102,Fruits and Vegetables,77.3012,OUT049,1999,Tier 1,Supermarket Type1,1593.9252
1576,FDX33,Regular,0.116915909,Snack Foods,159.4578,OUT027,1985,Tier 3,Supermarket Type3,4974.1918
1577,FDP13,Regular,0.133673087,Canned,41.548,OUT027,1985,Tier 3,Supermarket Type3,918.804
1578,FDI46,Low Fat,0.073985248,Snack Foods,252.5724,OUT027,1985,Tier 3,Supermarket Type3,3271.7412
1579,FDT03,Low Fat,0.016735879,Meat,185.2608,OUT010,1998,Tier 3,Grocery Store,183.7608
1580,FDC21,Regular,0.043133816,Fruits and Vegetables,109.7254,OUT018,2009,Tier 3,Supermarket Type2,651.1524
1581,FDS02,Regular,0.255394896,Dairy,196.8794,OUT019,1985,Tier 1,Grocery Store,780.3176
1582,NCO18,Low Fat,0.024790707,Household,177.5686,OUT017,2007,Tier 2,Supermarket Type1,3910.9092
1583,NCM54,LF,0.051146565,Household,127.3678,OUT018,2009,Tier 3,Supermarket Type2,3306.3628
1584,FDV43,Low Fat,0.076483451,Fruits and Vegetables,43.4086,OUT027,1985,Tier 3,Supermarket Type3,847.5634
1585,DRF13,Low Fat,0.0,Soft Drinks,145.1444,OUT013,1987,Tier 3,Supermarket Type1,3338.3212
1586,FDS31,reg,0.044372393,Fruits and Vegetables,180.3318,OUT018,2009,Tier 3,Supermarket Type2,2886.9088
1587,FDG38,Regular,0.05272914,Canned,86.4224,OUT046,1997,Tier 1,Supermarket Type1,1022.6688
1588,FDP16,Low Fat,0.039454924,Frozen Foods,244.0802,OUT018,2009,Tier 3,Supermarket Type2,3193.8426
1589,NCK19,Low Fat,0.090390357,Others,192.1478,OUT013,1987,Tier 3,Supermarket Type1,2324.9736
1590,FDD23,Regular,0.048761223,Starchy Foods,186.5898,OUT049,1999,Tier 1,Supermarket Type1,5238.5144
1591,FDC44,Low Fat,0.172946916,Fruits and Vegetables,114.1518,OUT045,2002,Tier 2,Supermarket Type1,1821.6288
1592,FDC33,Regular,0.06893834,Fruits and Vegetables,196.4768,OUT046,1997,Tier 1,Supermarket Type1,2561.9984
1593,FDN01,LF,0.072693696,Breakfast,175.937,OUT018,2009,Tier 3,Supermarket Type2,529.311
1594,NCH55,Low Fat,0.058034349,Household,124.802,OUT010,1998,Tier 3,Grocery Store,253.004
1595,FDK20,Regular,0.04152307,Fruits and Vegetables,124.3072,OUT013,1987,Tier 3,Supermarket Type1,5022.7952
1596,FDR33,Low Fat,0.026843265,Snack Foods,109.757,OUT045,2002,Tier 2,Supermarket Type1,1208.427
1597,FDN32,Low Fat,0.015485016,Fruits and Vegetables,185.6266,OUT027,1985,Tier 3,Supermarket Type3,4979.5182
1598,FDG59,Low Fat,0.043410693,Starchy Foods,39.4164,OUT018,2009,Tier 3,Supermarket Type2,154.4656
1599,FDF05,Low Fat,0.026740767,Frozen Foods,261.291,OUT027,1985,Tier 3,Supermarket Type3,5522.811
1600,FDL34,Low Fat,0.040945898,Snack Foods,143.1496,OUT046,1997,Tier 1,Supermarket Type1,2258.3936
1601,FDQ48,Regular,0.034244601,Baking Goods,97.2726,OUT027,1985,Tier 3,Supermarket Type3,1957.452
1602,FDQ23,Low Fat,0.042941559,Breads,102.9332,OUT019,1985,Tier 1,Grocery Store,102.5332
1603,FDQ20,low fat,0.029640604,Fruits and Vegetables,40.8138,OUT027,1985,Tier 3,Supermarket Type3,1543.3244
1604,FDP09,LF,0.033883448,Snack Foods,213.2902,OUT035,2004,Tier 2,Supermarket Type1,4247.804
1605,FDA13,Low Fat,0.07867708,Canned,37.8506,OUT049,1999,Tier 1,Supermarket Type1,341.5554
1606,FDY11,reg,0.029680868,Baking Goods,65.0142,OUT018,2009,Tier 3,Supermarket Type2,856.8846
1607,FDL03,Regular,0.027233781,Meat,197.511,OUT017,2007,Tier 2,Supermarket Type1,982.055
1608,FDG53,Low Fat,0.045928229,Frozen Foods,138.118,OUT049,1999,Tier 1,Supermarket Type1,1957.452
1609,NCD19,Low Fat,0.013179388,Household,55.1614,OUT046,1997,Tier 1,Supermarket Type1,939.4438
1610,FDQ09,Low Fat,0.057850699,Snack Foods,113.2834,OUT027,1985,Tier 3,Supermarket Type3,4376.9692
1611,FDO57,Low Fat,0.108710162,Snack Foods,161.7578,OUT046,1997,Tier 1,Supermarket Type1,2888.2404
1612,FDU07,Low Fat,0.059846975,Fruits and Vegetables,150.1366,OUT046,1997,Tier 1,Supermarket Type1,1813.6392
1613,FDJ55,Regular,0.023626808,Meat,223.2404,OUT018,2009,Tier 3,Supermarket Type2,2475.4444
1614,NCX05,LF,0.097457483,Health and Hygiene,114.4492,OUT018,2009,Tier 3,Supermarket Type2,579.246
1615,FDP19,LF,0.290430317,Fruits and Vegetables,130.6652,OUT010,1998,Tier 3,Grocery Store,258.3304
1616,FDT49,Low Fat,0.15202235,Canned,106.628,OUT018,2009,Tier 3,Supermarket Type2,639.168
